id,node_id,penguin_rfid,weight,created_at
3,dd9ee9c1-7540-4f23-a13b-0b6c31aa5f7c,2373.86,1747589890
1,956f902a-9d55-46a5-bcd1-98e96c112e47,2860.05,1748117882
2,956f902a-9d55-46a5-bcd1-98e96c112e47,2896.14,1748400599
1,84a10e47-287b-4d44-89e5-66405381916e,3236.71,1747584684
3,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,4794.92,1747716921
1,956f902a-9d55-46a5-bcd1-98e96c112e47,3037.8,1748197192
3,467defe3-b04a-4185-b642-3d9861c99985,2649.7,1747823569
2,dd9ee9c1-7540-4f23-a13b-0b6c31aa5f7c,2958.25,1747970271
1,84a10e47-287b-4d44-89e5-66405381916e,3266.73,1747825372
3,dd9ee9c1-7540-4f23-a13b-0b6c31aa5f7c,2980.88,1748311146
3,84a10e47-287b-4d44-89e5-66405381916e,2346.84,1747776046
1,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,3333.78,1748236963
1,956f902a-9d55-46a5-bcd1-98e96c112e47,2878.09,1748123062
1,84a10e47-287b-4d44-89e5-66405381916e,3204.41,1747656973
2,f2f158fa-8652-4a7b-8760-40b9769cf14b,4062.86,1747901829
2,fb612298-be77-4420-b258-487fb112036b,3132.14,1747899074
2,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,2712.32,1747898556
1,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,3786.01,1748227431
3,e40bd6ee-b441-48c1-a7ce-40aa04dca35b,3259.41,1748234628
1,e40bd6ee-b441-48c1-a7ce-40aa04dca35b,3644.62,1748185631
1,f2f158fa-8652-4a7b-8760-40b9769cf14b,3256.0,1748152435
1,e40bd6ee-b441-48c1-a7ce-40aa04dca35b,3346.95,1748198037
1,dd9ee9c1-7540-4f23-a13b-0b6c31aa5f7c,3567.23,1747866649
2,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,2943.14,1748241455
3,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,2634.15,1748266749
2,467defe3-b04a-4185-b642-3d9861c99985,3366.63,1748334897
3,84a10e47-287b-4d44-89e5-66405381916e,3473.02,1748381026
1,fb612298-be77-4420-b258-487fb112036b,4009.6,1747707315
3,956f902a-9d55-46a5-bcd1-98e96c112e47,3568.73,1748183201
3,467defe3-b04a-4185-b642-3d9861c99985,3394.26,1747642969
2,fb612298-be77-4420-b258-487fb112036b,3006.37,1747432019
3,e40bd6ee-b441-48c1-a7ce-40aa04dca35b,3206.25,1747666452
2,84a10e47-287b-4d44-89e5-66405381916e,2940.27,1748001006
1,69c74fe7-6860-4506-8896-da555334643e,2797.25,1748373778
2,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,3102.52,1748384278
2,dd9ee9c1-7540-4f23-a13b-0b6c31aa5f7c,2636.05,1747804364
3,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,2988.52,1747555837
2,dd9ee9c1-7540-4f23-a13b-0b6c31aa5f7c,2298.65,1747845257
1,76b0f3c1-756b-4e69-abbf-9c2055b6653d,3369.71,1747735196
2,69c74fe7-6860-4506-8896-da555334643e,1910.0,1747739243
2,fb612298-be77-4420-b258-487fb112036b,2811.5,1748386105
2,956f902a-9d55-46a5-bcd1-98e96c112e47,3259.35,1747846039
1,956f902a-9d55-46a5-bcd1-98e96c112e47,3261.37,1748256829
2,fb612298-be77-4420-b258-487fb112036b,3726.92,1747407404
1,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,2505.41,1747751157
3,f2f158fa-8652-4a7b-8760-40b9769cf14b,2484.0,1748034159
1,84a10e47-287b-4d44-89e5-66405381916e,2903.48,1747503538
1,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,2667.23,1748295388
3,69c74fe7-6860-4506-8896-da555334643e,3330.42,1747797133
1,dd9ee9c1-7540-4f23-a13b-0b6c31aa5f7c,2668.86,1748291937
2,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,2424.54,1748131759
3,84a10e47-287b-4d44-89e5-66405381916e,3010.09,1748276066
1,dd9ee9c1-7540-4f23-a13b-0b6c31aa5f7c,3388.98,1747710441
1,dd9ee9c1-7540-4f23-a13b-0b6c31aa5f7c,2480.45,1747753606
3,467defe3-b04a-4185-b642-3d9861c99985,3062.21,1748283646
1,69c74fe7-6860-4506-8896-da555334643e,3865.54,1748247786
3,e40bd6ee-b441-48c1-a7ce-40aa04dca35b,2618.8,1747793534
3,76b0f3c1-756b-4e69-abbf-9c2055b6653d,3217.75,1747405886
2,84a10e47-287b-4d44-89e5-66405381916e,3818.09,1748050473
2,956f902a-9d55-46a5-bcd1-98e96c112e47,2966.76,1747649918
1,84a10e47-287b-4d44-89e5-66405381916e,2897.26,1748252244
3,76b0f3c1-756b-4e69-abbf-9c2055b6653d,3405.17,1747751698
1,e40bd6ee-b441-48c1-a7ce-40aa04dca35b,3456.8,1747706773
3,956f902a-9d55-46a5-bcd1-98e96c112e47,3779.64,1748059701
2,467defe3-b04a-4185-b642-3d9861c99985,3371.71,1748214378
3,f2f158fa-8652-4a7b-8760-40b9769cf14b,3262.61,1748182196
3,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,3483.71,1747897849
3,76b0f3c1-756b-4e69-abbf-9c2055b6653d,3008.45,1747893735
3,f2f158fa-8652-4a7b-8760-40b9769cf14b,4122.54,1748239183
2,76b0f3c1-756b-4e69-abbf-9c2055b6653d,3352.64,1747596117
2,956f902a-9d55-46a5-bcd1-98e96c112e47,3338.99,1747893736
3,76b0f3c1-756b-4e69-abbf-9c2055b6653d,2274.38,1747439909
2,fb612298-be77-4420-b258-487fb112036b,3541.49,1747993299
3,76b0f3c1-756b-4e69-abbf-9c2055b6653d,3504.53,1747599685
2,9fe4afe8-2f15-4d24-9aed-11ef7b82b470,3476.02,1747590974
2,84a10e47-287b-4d44-89e5-66405381916e,3392.58,1747534893
2,fb612298-be77-4420-b258-487fb112036b,3454.42,1747766064
3,dd9ee9c1-7540-4f23-a13b-0b6c31aa5f7c,2515.37,1747823163
